storyId,generatedText,wrongChoices,weirdHitWords,selfAwareHitWords,cozyHitWords,weirdHits,selfAwareHits,cozyHits,rawScore,clampedScore,label
story2_magical_campfire,"My little camper van was settled into a snug little corner of the park. A comfortably warm draft of air was melting pockets of crisp snow. Sunlight sparkled off frost-tipped dead grass. From the back of the van, I grabbed a small  campfire  from the shelf on top of my fold out bed. I carried it carefully in both hands, the flames hopping and crackling like an excited animal, while I silently negotiated with it not to ignite the van or my jacket. The van was just big enough for me and Sparky, my navigator and pet dog. He sniffed the edge of the open page with polite curiosity before hopping down to nose at a delightful stick nearby, entirely satisfied with this reasonable arrangement. My eyes drifted over to a roaring stack of books, impossibly tall and flickering with printed words that burned, rearranged themselves, and burned again, demanding to be read, no matter how boring.  I did my best to ignore the chaos around me and refused to even make eye contact with any curious campers that happened to amble past. So all in all, a rather ridiculous holiday trip",2,ignite; impossibly; burned,no matter how boring,polite curiosity; delightful stick,3,1,2,9,9,totally unhinged
story2_magical_campfire,"My little camper van was settled into a snug little corner of the park. A comfortably warm draft of air was melting pockets of crisp snow. Sunlight sparkled off frost-tipped dead grass. From the back of the van, I grabbed a small  dog  from the shelf on top of my fold out bed and stared at him for a moment, impressed by his commitment to staying put. The little dog yawned, clearly confident that gravity was more of a suggestion than a rule. The van was just big enough for me and Sparky, my navigator and pet stack of books. An unsettling tower of paper and glue that rustled softly, radiating expectations and a quiet disapproval like an overbearing parent I could not escape. My eyes drifted over to a roaring dog pacing in tight circles near the van, his shadow stretched enormous and theatrical against the trees, as though he were auditioning for very serious nature documentary.  Try as I might, I couldn’t do much but apologize for the chaos I had wrought upon the other campers. Not the most peaceful holiday trip, unfortunately.",3,unsettling,gravity; suggestion,,1,2,0,10,10,totally unhinged
story2_magical_campfire,"My little camper van was settled into a snug little corner of the park. A comfortably warm draft of air was melting pockets of crisp snow. Sunlight sparkled off frost-tipped dead grass. From the back of the van, I grabbed a small  dog  from the shelf on top of my fold out bed and paused, trying to remember when I had last placed a dog on a shelf. He stretched lazily, unfazed, as though this was a perfectly reasonable storage solution. The van was just big enough for me and Sparky, my navigator and pet dog. He circled the porch once, settled at my feet, and let out a contented sigh that suggested everything was exactly as it should be. My eyes drifted over to a roaring campfire, contained within a ring of smooth stones, snapping and crackling in a steady, reassuring pulse.  Once in a while another camper would amble past, undoubtedly to find the bathroom, but I was largely left alone to enjoy the rest of my slightly chaotic, but still cosy trip",1,,perfectly reasonable; storage solution,contented sigh; exactly as it should be; steady; reassuring,0,2,4,0,0,wholesome
story2_magical_campfire,"My little camper van was settled into a snug little corner of the park. A comfortably warm draft of air was melting pockets of crisp snow. Sunlight sparkled off frost-tipped dead grass. From the back of the van, I grabbed a small  dog  from the shelf on top of my fold out bed and stared at him for a moment, impressed by his commitment to staying put. The little dog yawned, clearly confident that gravity was more of a suggestion than a rule. The van was just big enough for me and Sparky, my navigator and pet dog. He circled the porch once, settled at my feet, and let out a contented sigh that suggested everything was exactly as it should be. My eyes drifted over to a roaring stack of books, the likes of which I’d only seen in overly-commercialized young-adult fantasy films. I felt personally targeted by it.  I did my best to ignore the chaos around me and refused to even make eye contact with any curious campers that happened to amble past. So all in all, a rather ridiculous holiday trip",2,,gravity; suggestion; personally targeted,contented sigh; exactly as it should be,0,3,2,5,5,kinda odd
story2_magical_campfire,"My little camper van was settled into a snug little corner of the park. A comfortably warm draft of air was melting pockets of crisp snow. Sunlight sparkled off frost-tipped dead grass. From the back of the van, I grabbed a small  dog  from the shelf on top of my fold out bed and wondered how he managed to not fall off on the ride here. I shrugged and opened the van's back door to the outside world. The van was just big enough for me and Sparky, my navigator and pet stack of books. A sentient stack of books that leaned subtly toward me, their spines creaking as if stretching, insisting through sheer presence that this was completely normal now. My eyes drifted over to a roaring dog outside the camper window, frozen mid-zoomies and lit dramatically by the firelight. He looked just as startled as I felt.  Try as I might, I couldn’t do much but apologize for the chaos I had wrought upon the other campers. Not the most peaceful holiday trip, unfortunately.",3,sentient,i shrugged,,1,1,0,9,9,totally unhinged
story2_magical_campfire,"My little camper van was settled into a snug little corner of the park. A comfortably warm draft of air was melting pockets of crisp snow. Sunlight sparkled off frost-tipped dead grass. From the back of the van, I grabbed a small  dog  from the shelf on top of my fold out bed and stared at him for a moment, impressed by his commitment to staying put. The little dog yawned, clearly confident that gravity was more of a suggestion than a rule. The van was just big enough for me and Sparky, my navigator and pet stack of books. I mean if other people can have pet rocks, then surely a pet stack of books is completely and utterly normal. My eyes drifted over to a roaring stack of books, impossibly tall and flickering with printed words that burned, rearranged themselves, and burned again, demanding to be read, no matter how boring.  Try as I might, I couldn’t do much but apologize for the chaos I had wrought upon the other campers. Not the most peaceful holiday trip, unfortunately.",3,impossibly; burned,gravity; suggestion; no matter how boring,,2,3,0,13,10,totally unhinged
story2_magical_campfire,"My little camper van was settled into a snug little corner of the park. A comfortably warm draft of air was melting pockets of crisp snow. Sunlight sparkled off frost-tipped dead grass. From the back of the van, I grabbed a small  dog  from the shelf on top of my fold out bed and paused, trying to remember when I had last placed a dog on a shelf. He stretched lazily, unfazed, as though this was a perfectly reasonable storage solution. The van was just big enough for me and Sparky, my navigator and pet dog. He sniffed the edge of the open page with polite curiosity before hopping down to nose at a delightful stick nearby, entirely satisfied with this reasonable arrangement. My eyes drifted over to a roaring campfire, neatly encircled by rocks and behaving itself, the fire settling into a calm, predictable burn that made the evening feel complete.  Once in a while another camper would amble past, undoubtedly to find the bathroom, but I was largely left alone to enjoy the rest of my slightly chaotic, but still cosy trip",1,,perfectly reasonable; storage solution,polite curiosity; delightful stick,0,2,2,2,2,wholesome
story2_magical_campfire,"My little camper van was settled into a snug little corner of the park. A comfortably warm draft of air was melting pockets of crisp snow. Sunlight sparkled off frost-tipped dead grass. From the back of the van, I grabbed a small  dog  from the shelf on top of my fold out bed and asked him, out loud, how long he had been up there. He sneezed and then wagged his tail as if this explained everything. The van was just big enough for me and Sparky, my navigator and pet campfire. A flickering companion that hummed softly and occasionally popped off a dangerous spark, scorching my sweater while it pretended not to notice. My eyes drifted over to a roaring campfire, safely surrounded  by a ring of rocks, that snapped and crackled pleasingly.  I did my best to ignore the chaos around me and refused to even make eye contact with any curious campers that happened to amble past. So all in all, a rather ridiculous holiday trip",2,dangerous spark,out loud; as if this explained,safely,1,2,1,7,7,totally unhinged
story2_magical_campfire,"My little camper van was settled into a snug little corner of the park. A comfortably warm draft of air was melting pockets of crisp snow. Sunlight sparkled off frost-tipped dead grass. From the back of the van, I grabbed a small  stack of books  from the shelf on top of my fold out bed and leaned back against the pudgy cushions with the books balanced on my knees, thumbing through their spines until one felt right. The van was just big enough for me and Sparky, my navigator and pet stack of books. I mean if other people can have pet rocks, then surely a pet stack of books is completely and utterly normal. My eyes drifted over to a roaring campfire, contained within a ring of smooth stones, snapping and crackling in a steady, reassuring pulse.  Once in a while another camper would amble past, undoubtedly to find the bathroom, but I was largely left alone to enjoy the rest of my slightly chaotic, but still cosy trip",1,,,pudgy cushions; felt right; steady; reassuring,0,0,4,-2,0,wholesome
story2_magical_campfire,"My little camper van was settled into a snug little corner of the park. A comfortably warm draft of air was melting pockets of crisp snow. Sunlight sparkled off frost-tipped dead grass. From the back of the van, I grabbed a small  dog  from the shelf on top of my fold out bed and wondered how he managed to not fall off on the ride here. I shrugged and opened the van's back door to the outside world. The van was just big enough for me and Sparky, my navigator and pet stack of books. An unsettling tower of paper and glue that rustled softly, radiating expectations and a quiet disapproval like an overbearing parent I could not escape. My eyes drifted over to a roaring dog outside the camper window, frozen mid-zoomies and lit dramatically by the firelight. He looked just as startled as I felt.  Try as I might, I couldn’t do much but apologize for the chaos I had wrought upon the other campers. Not the most peaceful holiday trip, unfortunately.",3,unsettling,i shrugged,,1,1,0,9,9,totally unhinged
story2_magical_campfire,"My little camper van was settled into a snug little corner of the park. A comfortably warm draft of air was melting pockets of crisp snow. Sunlight sparkled off frost-tipped dead grass. From the back of the van, I grabbed a small  campfire  from the shelf on top of my fold out bed. I carried it carefully in both hands, the flames hopping and crackling like an excited animal, while I silently negotiated with it not to ignite the van or my jacket. The van was just big enough for me and Sparky, my navigator and pet stack of books. An unsettling tower of paper and glue that rustled softly, radiating expectations and a quiet disapproval like an overbearing parent I could not escape. My eyes drifted over to a roaring campfire, properly banked and glowing low, its warmth spreading evenly through the clearing while sparks lifted and vanished into the cooling air.  I did my best to ignore the chaos around me and refused to even make eye contact with any curious campers that happened to amble past. So all in all, a rather ridiculous holiday trip",2,ignite; unsettling,,glowing low,2,0,1,7,7,totally unhinged
story2_magical_campfire,"My little camper van was settled into a snug little corner of the park. A comfortably warm draft of air was melting pockets of crisp snow. Sunlight sparkled off frost-tipped dead grass. From the back of the van, I grabbed a small  dog  from the shelf on top of my fold out bed and paused, trying to remember when I had last placed a dog on a shelf. He stretched lazily, unfazed, as though this was a perfectly reasonable storage solution. The van was just big enough for me and Sparky, my navigator and pet dog. He sniffed at the open page of my chosen tale but decided to hop down and explore the leaf-litter nearby. My eyes drifted over to a roaring stack of books, the likes of which I’d only seen in overly-commercialized young-adult fantasy films. I felt personally targeted by it.  I did my best to ignore the chaos around me and refused to even make eye contact with any curious campers that happened to amble past. So all in all, a rather ridiculous holiday trip",2,,perfectly reasonable; storage solution; personally targeted,,0,3,0,7,7,totally unhinged
story2_magical_campfire,"My little camper van was settled into a snug little corner of the park. A comfortably warm draft of air was melting pockets of crisp snow. Sunlight sparkled off frost-tipped dead grass. From the back of the van, I grabbed a small  stack of books  from the shelf on top of my fold out bed and carried the stack outside, setting it carefully on the porch seat before choosing one at random. The pages fluttered in the warm air, already inviting me to slow down. The van was just big enough for me and Sparky, my navigator and pet campfire. A flickering companion that hummed softly and occasionally popped off a dangerous spark, scorching my sweater while it pretended not to notice. My eyes drifted over to a roaring stack of books, the likes of which I’d only seen in overly-commercialized young-adult fantasy films. I felt personally targeted by it.  I did my best to ignore the chaos around me and refused to even make eye contact with any curious campers that happened to amble past. So all in all, a rather ridiculous holiday trip",2,dangerous spark,personally targeted,warm air; slow down,1,1,2,5,5,kinda odd
story2_magical_campfire,"My little camper van was settled into a snug little corner of the park. A comfortably warm draft of air was melting pockets of crisp snow. Sunlight sparkled off frost-tipped dead grass. From the back of the van, I grabbed a small  stack of books  from the shelf on top of my fold out bed and took the books outside, perching on the porch seat as the van creaked softly behind me. The paper smelled faintly of dust and glue, grounding me in the simple pleasure of reading for no reason other than wanting to. The van was just big enough for me and Sparky, my navigator and pet campfire. A flickering companion that hummed softly and occasionally popped off a dangerous spark, scorching my sweater while it pretended not to notice. My eyes drifted over to a roaring campfire, neatly encircled by rocks and behaving itself, the fire settling into a calm, predictable burn that made the evening feel complete.  Once in a while another camper would amble past, undoubtedly to find the bathroom, but I was largely left alone to enjoy the rest of my slightly chaotic, but still cosy trip",1,dangerous spark,,grounding; simple pleasure,1,0,2,2,2,wholesome
story2_magical_campfire,"My little camper van was settled into a snug little corner of the park. A comfortably warm draft of air was melting pockets of crisp snow. Sunlight sparkled off frost-tipped dead grass. From the back of the van, I grabbed a small  dog  from the shelf on top of my fold out bed and asked him, out loud, how long he had been up there. He sneezed and then wagged his tail as if this explained everything. The van was just big enough for me and Sparky, my navigator and pet campfire. An overly affectionate blaze that pulsed brighter whenever I shifted, its heat uncomfortably intense in a way that felt friendly but ill-advised. My eyes drifted over to a roaring stack of books, the binding and pages curling inward as if trying to finish a sentence it should never have started.  Try as I might, I couldn’t do much but apologize for the chaos I had wrought upon the other campers. Not the most peaceful holiday trip, unfortunately.",3,,out loud; as if this explained; ill-advised,,0,3,0,9,9,totally unhinged
story2_magical_campfire,"My little camper van was settled into a snug little corner of the park. A comfortably warm draft of air was melting pockets of crisp snow. Sunlight sparkled off frost-tipped dead grass. From the back of the van, I grabbed a small  dog  from the shelf on top of my fold out bed and asked him, out loud, how long he had been up there. He sneezed and then wagged his tail as if this explained everything. The van was just big enough for me and Sparky, my navigator and pet stack of books. I mean if other people can have pet rocks, then surely a pet stack of books is completely and utterly normal. My eyes drifted over to a roaring dog outside my camper window. Except it was clearly a lion; I wisely kept my camper van doors shut. Try as I might, I couldn’t do much but apologize for the chaos I had wrought upon the other campers. Not the most peaceful holiday trip, unfortunately.",3,lion,out loud; as if this explained; wise,,1,3,0,11,10,totally unhinged
story2_magical_campfire,"My little camper van was settled into a snug little corner of the park. A comfortably warm draft of air was melting pockets of crisp snow. Sunlight sparkled off frost-tipped dead grass. From the back of the van, I grabbed a small  stack of books  from the shelf on top of my fold out bed and carried the stack outside, setting it carefully on the porch seat before choosing one at random. The pages fluttered in the warm air, already inviting me to slow down. The van was just big enough for me and Sparky, my navigator and pet dog. He sniffed the edge of the open page with polite curiosity before hopping down to nose at a delightful stick nearby, entirely satisfied with this reasonable arrangement. My eyes drifted over to a roaring dog standing perfectly still in the glow of the firelight, watching me with an intensity that suggested he had a plan that involved me but likely not my consent. Once in a while another camper would amble past, undoubtedly to find the bathroom, but I was largely left alone to enjoy the rest of my slightly chaotic, but still cosy trip",1,,plan; consent,warm air; slow down; polite curiosity; delightful stick,0,2,4,0,0,wholesome
story2_magical_campfire,"My little camper van was settled into a snug little corner of the park. A comfortably warm draft of air was melting pockets of crisp snow. Sunlight sparkled off frost-tipped dead grass. From the back of the van, I grabbed a small  stack of books  from the shelf on top of my fold out bed and took the books outside, perching on the porch seat as the van creaked softly behind me. The paper smelled faintly of dust and glue, grounding me in the simple pleasure of reading for no reason other than wanting to. The van was just big enough for me and Sparky, my navigator and pet dog. He rested his chin briefly on my knee, then wandered off to investigate a particularly interesting puddle, radiating the calm confidence of a very normal dog. My eyes drifted over to a roaring stack of books, the binding and pages curling inward as if trying to finish a sentence it should never have started.  Once in a while another camper would amble past, undoubtedly to find the bathroom, but I was largely left alone to enjoy the rest of my slightly chaotic, but still cosy trip",1,,,grounding; simple pleasure; calm confidence,0,0,3,-1,0,wholesome
story2_magical_campfire,"My little camper van was settled into a snug little corner of the park. A comfortably warm draft of air was melting pockets of crisp snow. Sunlight sparkled off frost-tipped dead grass. From the back of the van, I grabbed a small  dog  from the shelf on top of my fold out bed and asked him, out loud, how long he had been up there. He sneezed and then wagged his tail as if this explained everything. The van was just big enough for me and Sparky, my navigator and pet campfire. A curious presence that leaned in too close, radiating a dry, crackling warmth that singed my sleeves and made personal space feel like a negotiable concept. My eyes drifted over to a roaring dog outside the camper window, frozen mid-zoomies and lit dramatically by the firelight. He looked just as startled as I felt.  Try as I might, I couldn’t do much but apologize for the chaos I had wrought upon the other campers. Not the most peaceful holiday trip, unfortunately.",3,singed,out loud; as if this explained; negotiable concept,,1,3,0,11,10,totally unhinged
story2_magical_campfire,"My little camper van was settled into a snug little corner of the park. A comfortably warm draft of air was melting pockets of crisp snow. Sunlight sparkled off frost-tipped dead grass. From the back of the van, I grabbed a small  campfire  from the shelf on top of my fold out bed. I wondered if I should’ve used oven mitts first, as I managed to carry the jumping flames with my bare hands without setting my poor van on fire. The van was just big enough for me and Sparky, my navigator and pet campfire. An overly affectionate blaze that pulsed brighter whenever I shifted, its heat uncomfortably intense in a way that felt friendly but ill-advised. My eyes drifted over to a roaring dog outside my camper window. Except it was clearly a lion; I wisely kept my camper van doors shut. Try as I might, I couldn’t do much but apologize for the chaos I had wrought upon the other campers. Not the most peaceful holiday trip, unfortunately.",3,jumping flames; bare hands; lion,wise; ill-advised,,3,2,0,14,10,totally unhinged
story2_magical_campfire,"My little camper van was settled into a snug little corner of the park. A comfortably warm draft of air was melting pockets of crisp snow. Sunlight sparkled off frost-tipped dead grass. From the back of the van, I grabbed a small  stack of books  from the shelf on top of my fold out bed and leaned back against the pudgy cushions with the books balanced on my knees, thumbing through their spines until one felt right. The van was just big enough for me and Sparky, my navigator and pet dog. He sniffed at the open page of my chosen tale but decided to hop down and explore the leaf-litter nearby. My eyes drifted over to a roaring stack of books, the binding and pages curling inward as if trying to finish a sentence it should never have started.  Once in a while another camper would amble past, undoubtedly to find the bathroom, but I was largely left alone to enjoy the rest of my slightly chaotic, but still cosy trip",1,,,pudgy cushions; felt right,0,0,2,0,0,wholesome
story2_magical_campfire,"My little camper van was settled into a snug little corner of the park. A comfortably warm draft of air was melting pockets of crisp snow. Sunlight sparkled off frost-tipped dead grass. From the back of the van, I grabbed a small  dog  from the shelf on top of my fold out bed and asked him, out loud, how long he had been up there. He sneezed and then wagged his tail as if this explained everything. The van was just big enough for me and Sparky, my navigator and pet dog. He sniffed the edge of the open page with polite curiosity before hopping down to nose at a delightful stick nearby, entirely satisfied with this reasonable arrangement. My eyes drifted over to a roaring stack of books, blazing far too brightly, its flames forming lines of text that I instinctively understood to be a rather trivial recipe for rice pudding.  I did my best to ignore the chaos around me and refused to even make eye contact with any curious campers that happened to amble past. So all in all, a rather ridiculous holiday trip",2,,out loud; as if this explained; trivial recipe,polite curiosity; delightful stick,0,3,2,5,5,kinda odd
story2_magical_campfire,"My little camper van was settled into a snug little corner of the park. A comfortably warm draft of air was melting pockets of crisp snow. Sunlight sparkled off frost-tipped dead grass. From the back of the van, I grabbed a small  dog  from the shelf on top of my fold out bed and stared at him for a moment, impressed by his commitment to staying put. The little dog yawned, clearly confident that gravity was more of a suggestion than a rule. The van was just big enough for me and Sparky, my navigator and pet campfire. A curious presence that leaned in too close, radiating a dry, crackling warmth that singed my sleeves and made personal space feel like a negotiable concept. My eyes drifted over to a roaring stack of books, the binding and pages curling inward as if trying to finish a sentence it should never have started.  Try as I might, I couldn’t do much but apologize for the chaos I had wrought upon the other campers. Not the most peaceful holiday trip, unfortunately.",3,singed,gravity; suggestion; negotiable concept,,1,3,0,11,10,totally unhinged
story2_magical_campfire,"My little camper van was settled into a snug little corner of the park. A comfortably warm draft of air was melting pockets of crisp snow. Sunlight sparkled off frost-tipped dead grass. From the back of the van, I grabbed a small  stack of books  from the shelf on top of my fold out bed and took the books outside, perching on the porch seat as the van creaked softly behind me. The paper smelled faintly of dust and glue, grounding me in the simple pleasure of reading for no reason other than wanting to. The van was just big enough for me and Sparky, my navigator and pet campfire. A curious presence that leaned in too close, radiating a dry, crackling warmth that singed my sleeves and made personal space feel like a negotiable concept. My eyes drifted over to a roaring stack of books, the binding and pages curling inward as if trying to finish a sentence it should never have started.  I did my best to ignore the chaos around me and refused to even make eye contact with any curious campers that happened to amble past. So all in all, a rather ridiculous holiday trip",2,singed,negotiable concept,grounding; simple pleasure,1,1,2,5,5,kinda odd
story2_magical_campfire,"My little camper van was settled into a snug little corner of the park. A comfortably warm draft of air was melting pockets of crisp snow. Sunlight sparkled off frost-tipped dead grass. From the back of the van, I grabbed a small  dog  from the shelf on top of my fold out bed and paused, trying to remember when I had last placed a dog on a shelf. He stretched lazily, unfazed, as though this was a perfectly reasonable storage solution. The van was just big enough for me and Sparky, my navigator and pet stack of books. I mean if other people can have pet rocks, then surely a pet stack of books is completely and utterly normal. My eyes drifted over to a roaring campfire, safely surrounded  by a ring of rocks, that snapped and crackled pleasingly.  I did my best to ignore the chaos around me and refused to even make eye contact with any curious campers that happened to amble past. So all in all, a rather ridiculous holiday trip",2,,perfectly reasonable; storage solution,safely,0,2,1,5,5,kinda odd
story2_magical_campfire,"My little camper van was settled into a snug little corner of the park. A comfortably warm draft of air was melting pockets of crisp snow. Sunlight sparkled off frost-tipped dead grass. From the back of the van, I grabbed a small  campfire  from the shelf on top of my fold out bed. The fire wriggled slightly as I lifted it, warm and cooperative, as though it understood the concept of personal space just well enough to be dangerous. The van was just big enough for me and Sparky, my navigator and pet stack of books. I mean if other people can have pet rocks, then surely a pet stack of books is completely and utterly normal. My eyes drifted over to a roaring campfire, properly banked and glowing low, its warmth spreading evenly through the clearing while sparks lifted and vanished into the cooling air.  I did my best to ignore the chaos around me and refused to even make eye contact with any curious campers that happened to amble past. So all in all, a rather ridiculous holiday trip",2,wriggled,,glowing low,1,0,1,5,5,kinda odd
