storyId,generatedText,wrongChoices,weirdHitWords,selfAwareHitWords,cozyHitWords,weirdHits,selfAwareHits,cozyHits,rawScore,clampedScore,label,nbLabel,nbP,nbProbWholesome,nbProbKindaOdd,nbProbTotallyUnhinged,nbTopTokens
story3_crunchy_video_game,"A storm beat furious rain and lightening against my tall windows, but from inside my safe, dry apartment, I paid it no mind. I had just settled my sore limbs into my favourite video game; a strategy game paused mid-battle while I debated whether the thunder counted as an immersive sound effect or a personal warning. I shrugged, unpaused, and promptly died. It was the perfect place to spend many hours engrossed in my newest armchair, my pride and joy. It may have cost me a whole month's salary but money didn't matter when an armchair looked this good. Feeling peckish, I reached for a plate of video games with a free hand. Absentmindedly, I threw a few bits of metal and plastic into my mouth, feeling unsatisfied by both the taste, texture, and lack of melting.  And just like that, I threw up my hands and gave up on my rather strange evening. As if in agreement, lightening struck at the same time as a particularly loud clap of thunder, and the lights went out. Sigh.",3,metal and plastic,debated whether; personal warning; i shrugged; promptly died; cost me a whole month's salary,,1,5,0,13,10,totally unhinged,kinda odd,1,0,1,0,few; sigh; lightening; video; game; thunder; armchair; threw
story3_crunchy_video_game,"A storm beat furious rain and lightening against my tall windows, but from inside my safe, dry apartment, I paid it no mind. I had just settled my sore limbs into my favourite armchair; it creaked softly as I settled in. The familiar weight of it made my apartment feel warmer and exactly where I wanted to be. It was the perfect place to spend many hours engrossed in my newest chocolate chip cookie, which, unlike my old chocolate chip cookie, was not cold and sprinkled with dust-bunnies. Feeling peckish, I reached for a plate of armchairs with a free hand. It offered very little flavor and far too much resistance, but I nodded to myself anyway, pretending this was a bold nutritional choice.  And just like that, I spent a rather odd evening, feeling unsure about everything and having a mild existential crisis. I'm sure I'll feel better in the morning.",2,dust-bunnies,,warmer,1,0,1,5,5,kinda odd,kinda odd,1,0,1,0,exactly; creaked; dust; familiar; apartment; chocolate; chip; cookie
story3_crunchy_video_game,"A storm beat furious rain and lightening against my tall windows, but from inside my safe, dry apartment, I paid it no mind. I had just settled my sore limbs into my favourite chocolate chip cookie; a fat, baked disc as big as large beanbag. The chocolate got into the nooks and crannies and would be hard to wash out later, but I refused to let that bother me. It was the perfect place to spend many hours engrossed in my newest armchair, a rare find that to this day fills me with wonder. The fabric and wood was the height of millenial grey, which was clearly the best trend of all time. Feeling peckish, I reached for a plate of video games with a free hand. It made a sound that felt more appropriate for a button press than a bite, and I paused to reflect on my life choices so far.  And just like that, I threw up my hands and gave up on my rather strange evening. As if in agreement, lightening struck at the same time as a particularly loud clap of thunder, and the lights went out. Sigh.",3,nooks and crannies,refused to let that bother me; best trend of all time; life choices so far,,1,3,0,11,10,totally unhinged,kinda odd,1,0,1,0,feeling; refused; best; so; rather; all; that; paused
story3_crunchy_video_game,"A storm beat furious rain and lightening against my tall windows, but from inside my safe, dry apartment, I paid it no mind. I had just settled my sore limbs into my favourite armchair; it creaked softly as I settled in. The familiar weight of it made my apartment feel warmer and exactly where I wanted to be. It was the perfect place to spend many hours engrossed in my newest armchair, my pride and joy. It may have cost me a whole month's salary but money didn't matter when an armchair looked this good. Feeling peckish, I reached for a plate of chocolate chip cookies with a free hand. The cookie crumbled just right, sweet and comforting, and filled with ooey-gooey nostalgia.  And just like that, I spent another evening, wrapped up in my own little world of mild confusion.",1,,cost me a whole month's salary,warmer; ooey-gooey nostalgia; sweet and comforting,0,1,3,0,0,wholesome,kinda odd,1,0,1,0,feeling; weight; when; own; an; had; armchair; my
story3_crunchy_video_game,"A storm beat furious rain and lightening against my tall windows, but from inside my safe, dry apartment, I paid it no mind. I had just settled my sore limbs into my favourite chocolate chip cookie; a warm cookie that stuck stubbornly to the floor, bending instead of breaking when I tried to move it. The smell was comforting, but the situation was not. It was the perfect place to spend many hours engrossed in my newest video game, a charming puzzle adventure with cheerful sound effects that harmonized pleasantly with the rumbling thunder outside. I smiled despite myself and kept playing. Feeling peckish, I reached for a plate of armchairs with a free hand. The tiny wooden pieces resisted my molars bravely, tasting mostly of regret. I decided chewing was still better than admitting my mistake.  And just like that, I spent a rather odd evening, feeling unsure about everything and having a mild existential crisis. I'm sure I'll feel better in the morning.",2,stuck stubbornly,admitting my mistake,cheerful sound effects; smiled despite myself,1,1,2,5,5,kinda odd,kinda odd,1,0,1,0,decided; cookie; better; odd; still; in; outside; sound
story3_crunchy_video_game,"A storm beat furious rain and lightening against my tall windows, but from inside my safe, dry apartment, I paid it no mind. I had just settled my sore limbs into my favourite video game; a competitive online puzzle game that was much louder than necessary. Probably because the storm outside synced up perfectly with the in-game explosions, which seemed unnecessary. It was the perfect place to spend many hours engrossed in my newest chocolate chip cookie, which had already cooled into a slab of chocolate-studded regret. Still yummy though.Feeling peckish, I reached for a plate of video games with a free hand. The crunch was sharp and unsatisfying, more noise than reward, and I quietly resolved to keep snacks and electronics separate in the future.  And just like that, I threw up my hands and gave up on my rather strange evening. As if in agreement, lightening struck at the same time as a particularly loud clap of thunder, and the lights went out. Sigh.",3,explosions; slab of chocolate-studded regret,still yummy though,,2,1,0,11,10,totally unhinged,kinda odd,1,0,1,0,sigh; game; in; storm; lightening; video; chocolate; and
story3_crunchy_video_game,"A storm beat furious rain and lightening against my tall windows, but from inside my safe, dry apartment, I paid it no mind. I had just settled my sore limbs into my favourite chocolate chip cookie; a warm cookie that stuck stubbornly to the floor, bending instead of breaking when I tried to move it. The smell was comforting, but the situation was not. It was the perfect place to spend many hours engrossed in my newest armchair, an object I had once described as an investment. Sitting in it again, I felt reassured that one day I'll finish paying off the monthly installments. Feeling peckish, I reached for a plate of video games with a free hand. It made a sound that felt more appropriate for a button press than a bite, and I paused to reflect on my life choices so far.  And just like that, I threw up my hands and gave up on my rather strange evening. As if in agreement, lightening struck at the same time as a particularly loud clap of thunder, and the lights went out. Sigh.",3,stuck stubbornly,described as an investment; monthly installments; life choices so far,,1,3,0,11,10,totally unhinged,kinda odd,1,0,1,0,once; sigh; one; lightening; cookie; in; particularly; to
story3_crunchy_video_game,"A storm beat furious rain and lightening against my tall windows, but from inside my safe, dry apartment, I paid it no mind. I had just settled my sore limbs into my favourite chocolate chip cookie; a chocolate chip cookie so large, the floor bowed slightly under the baked good's weight. I moved ever so slightly and immediately regretted the crumbs raining onto the floor. It was the perfect place to spend many hours engrossed in my newest chocolate chip cookie, which was a bit too soft and hot. It folded like a taco before breaking in half. Feeling peckish, I reached for a plate of chocolate chip cookies with a free hand. I closed my eyes as the soft cookie gave way, the chocolate warming instantly and making the storm outside feel very far away.  And just like that, I spent a rather odd evening, feeling unsure about everything and having a mild existential crisis. I'm sure I'll feel better in the morning.",2,bowed slightly; crumbs raining,immediately regretted,,2,1,0,9,9,totally unhinged,kinda odd,1,0,1,0,feeling; so; rather; weight; chocolate; like; about; chip
story3_crunchy_video_game,"A storm beat furious rain and lightening against my tall windows, but from inside my safe, dry apartment, I paid it no mind. I had just settled my sore limbs into my favourite chocolate chip cookie; a warm cookie that stuck stubbornly to the floor, bending instead of breaking when I tried to move it. The smell was comforting, but the situation was not. It was the perfect place to spend many hours engrossed in my newest chocolate chip cookie, which, unlike my old chocolate chip cookie, was not cold and sprinkled with dust-bunnies. Feeling peckish, I reached for a plate of video games with a free hand. I bit down on something distinctly clicky and immediately reconsidered, setting the rest of the controller aside.  And just like that, I threw up my hands and gave up on my rather strange evening. As if in agreement, lightening struck at the same time as a particularly loud clap of thunder, and the lights went out. Sigh.",3,stuck stubbornly; dust-bunnies; distinctly clicky,,,3,0,0,12,10,totally unhinged,kinda odd,1,0,1,0,feeling; rather; not; something; when; cookie; which; gave
story3_crunchy_video_game,"A storm beat furious rain and lightening against my tall windows, but from inside my safe, dry apartment, I paid it no mind. I had just settled my sore limbs into my favourite chocolate chip cookie; a warm cookie that stuck stubbornly to the floor, bending instead of breaking when I tried to move it. The smell was comforting, but the situation was not. It was the perfect place to spend many hours engrossed in my newest video game, a cozy city-building game where nothing bad ever happens. I lost track of time rearranging digital park benches while the storm raged on unnoticed. Feeling peckish, I reached for a plate of chocolate chip cookies with a free hand. I chewed contentedly, letting the sugar and warmth settle in my tired bones.  And just like that, I spent another evening, wrapped up in my own little world of mild confusion.",1,stuck stubbornly,,nothing bad ever happens,1,0,1,3,3,wholesome,kinda odd,1,0,1,0,feeling; when; own; had; not; lost; that; my
story3_crunchy_video_game,"A storm beat furious rain and lightening against my tall windows, but from inside my safe, dry apartment, I paid it no mind. I had just settled my sore limbs into my favourite armchair; it was positioned just right to catch the glow of the lamp. I tucked my feet beneath me and let the steady drumming of rain fade into the background. It was the perfect place to spend many hours engrossed in my newest chocolate chip cookie, which, unlike my old chocolate chip cookie, was not cold and sprinkled with dust-bunnies. Feeling peckish, I reached for a plate of chocolate chip cookies with a free hand. I chewed contentedly, letting the sugar and warmth settle in my tired bones.  And just like that, I spent another evening, wrapped up in my own little world of mild confusion.",1,dust-bunnies,,glow of the lamp,1,0,1,3,3,wholesome,kinda odd,1,0,1,0,feeling; glow; which; own; my; had; not; chocolate
story3_crunchy_video_game,"A storm beat furious rain and lightening against my tall windows, but from inside my safe, dry apartment, I paid it no mind. I had just settled my sore limbs into my favourite video game; a strategy game paused mid-battle while I debated whether the thunder counted as an immersive sound effect or a personal warning. I shrugged, unpaused, and promptly died. It was the perfect place to spend many hours engrossed in my newest armchair, my prized possession. I rotated it carefully into better lighting instead of doing literally anything productive. Like sitting in it. Feeling peckish, I reached for a plate of armchairs with a free hand. It offered very little flavor and far too much resistance, but I nodded to myself anyway, pretending this was a bold nutritional choice.  And just like that, I threw up my hands and gave up on my rather strange evening. As if in agreement, lightening struck at the same time as a particularly loud clap of thunder, and the lights went out. Sigh.",3,,debated whether; personal warning; i shrugged; promptly died; literally anything productive,,0,5,0,11,10,totally unhinged,kinda odd,1,0,1,0,anything; sigh; lightening; game; thunder; in; particularly; very
story3_crunchy_video_game,"A storm beat furious rain and lightening against my tall windows, but from inside my safe, dry apartment, I paid it no mind. I had just settled my sore limbs into my favourite armchair; an old, overstuffed chair whose cushions had memorized my shape over the years. I sank into it with a sigh, feeling the tension drain from my shoulders. It was the perfect place to spend many hours engrossed in my newest chocolate chip cookie, which was a bit too soft and hot. It folded like a taco before breaking in half. Feeling peckish, I reached for a plate of video games with a free hand. I bit down on something distinctly clicky and immediately reconsidered, setting the rest of the controller aside.  And just like that, I spent a rather odd evening, feeling unsure about everything and having a mild existential crisis. I'm sure I'll feel better in the morning.",2,distinctly clicky,,overstuffed; sank into it; with a sigh,1,0,3,3,3,wholesome,kinda odd,1,0,1,0,feeling; rather; had; something; like; about; which; odd
story3_crunchy_video_game,"A storm beat furious rain and lightening against my tall windows, but from inside my safe, dry apartment, I paid it no mind. I had just settled my sore limbs into my favourite armchair; an old, overstuffed chair whose cushions had memorized my shape over the years. I sank into it with a sigh, feeling the tension drain from my shoulders. It was the perfect place to spend many hours engrossed in my newest chocolate chip cookie, which had already cooled into a slab of chocolate-studded regret. Still yummy though.Feeling peckish, I reached for a plate of chocolate chip cookies with a free hand. I closed my eyes as the soft cookie gave way, the chocolate warming instantly and making the storm outside feel very far away.  And just like that, I spent another evening, wrapped up in my own little world of mild confusion.",1,slab of chocolate-studded regret,still yummy though,overstuffed; sank into it; with a sigh,1,1,3,2,2,wholesome,kinda odd,1,0,1,0,feeling; had; regret; chocolate; which; own; gave; my
story3_crunchy_video_game,"A storm beat furious rain and lightening against my tall windows, but from inside my safe, dry apartment, I paid it no mind. I had just settled my sore limbs into my favourite armchair; it creaked softly as I settled in. The familiar weight of it made my apartment feel warmer and exactly where I wanted to be. It was the perfect place to spend many hours engrossed in my newest armchair, my pride and joy. It may have cost me a whole month's salary but money didn't matter when an armchair looked this good. Feeling peckish, I reached for a plate of video games with a free hand. Absentmindedly, I threw a few bits of metal and plastic into my mouth, feeling unsatisfied by both the taste, texture, and lack of melting.  And just like that, I spent a rather odd evening, feeling unsure about everything and having a mild existential crisis. I'm sure I'll feel better in the morning.",2,metal and plastic,cost me a whole month's salary,warmer,1,1,1,6,6,kinda odd,kinda odd,1,0,1,0,few; exactly; armchair; creaked; familiar; apartment; in; and
story3_crunchy_video_game,"A storm beat furious rain and lightening against my tall windows, but from inside my safe, dry apartment, I paid it no mind. I had just settled my sore limbs into my favourite video game; a handheld rhythm game balanced awkwardly on my knee. Every flash of lightning threw off my timing, and the game punished me mercilessly for it. It was the perfect place to spend many hours engrossed in my newest video game, a low-stakes exploration game that rewarded curiosity over speed. I leaned forward, fully absorbed, as my character wandered across softly glowing terrain. Feeling peckish, I reached for a plate of video games with a free hand. Absentmindedly, I threw a few bits of metal and plastic into my mouth, feeling unsatisfied by both the taste, texture, and lack of melting.  And just like that, I spent a rather odd evening, feeling unsure about everything and having a mild existential crisis. I'm sure I'll feel better in the morning.",2,mercilessly; metal and plastic,,low-stakes,2,0,1,7,7,totally unhinged,kinda odd,1,0,1,0,feeling; rather; fully; game; about; both; odd; rewarded
story3_crunchy_video_game,"A storm beat furious rain and lightening against my tall windows, but from inside my safe, dry apartment, I paid it no mind. I had just settled my sore limbs into my favourite armchair; it was positioned just right to catch the glow of the lamp. I tucked my feet beneath me and let the steady drumming of rain fade into the background. It was the perfect place to spend many hours engrossed in my newest video game, a charming puzzle adventure with cheerful sound effects that harmonized pleasantly with the rumbling thunder outside. I smiled despite myself and kept playing. Feeling peckish, I reached for a plate of video games with a free hand. Absentmindedly, I threw a few bits of metal and plastic into my mouth, feeling unsatisfied by both the taste, texture, and lack of melting.  And just like that, I spent another evening, wrapped up in my own little world of mild confusion.",1,metal and plastic,,glow of the lamp; cheerful sound effects; smiled despite myself,1,0,3,1,1,wholesome,kinda odd,1,0,1,0,feeling; glow; both; own; sound; had; my; kept
story3_crunchy_video_game,"A storm beat furious rain and lightening against my tall windows, but from inside my safe, dry apartment, I paid it no mind. I had just settled my sore limbs into my favourite chocolate chip cookie; a massive cookie raining crumbs everywhere. The chocolate softened as it absorbed my body heat. I questioned my interior design sense. It was the perfect place to spend many hours engrossed in my newest chocolate chip cookie, which had already cooled into a slab of chocolate-studded regret. Still yummy though.Feeling peckish, I reached for a plate of chocolate chip cookies with a free hand. I chewed contentedly, letting the sugar and warmth settle in my tired bones.  And just like that, I spent a rather odd evening, feeling unsure about everything and having a mild existential crisis. I'm sure I'll feel better in the morning.",2,slab of chocolate-studded regret,questioned my interior design sense; still yummy though,,1,2,0,8,8,totally unhinged,kinda odd,1,0,1,0,chocolate; chip; cookie; in; odd; still; chewed; already
story3_crunchy_video_game,"A storm beat furious rain and lightening against my tall windows, but from inside my safe, dry apartment, I paid it no mind. I had just settled my sore limbs into my favourite chocolate chip cookie; a warm cookie that stuck stubbornly to the floor, bending instead of breaking when I tried to move it. The smell was comforting, but the situation was not. It was the perfect place to spend many hours engrossed in my newest video game, a low-stakes exploration game that rewarded curiosity over speed. I leaned forward, fully absorbed, as my character wandered across softly glowing terrain. Feeling peckish, I reached for a plate of armchairs with a free hand. The miniature furniture pieces had no taste, but plenty of wood fiber as I tried my best to munch through them. I guess they could be counted as a healthy snack?  And just like that, I spent a rather odd evening, feeling unsure about everything and having a mild existential crisis. I'm sure I'll feel better in the morning.",2,stuck stubbornly; wood fiber,,low-stakes,2,0,1,7,7,totally unhinged,kinda odd,1,0,1,0,curiosity; cookie; tried; game; wandered; odd; to; in
story3_crunchy_video_game,"A storm beat furious rain and lightening against my tall windows, but from inside my safe, dry apartment, I paid it no mind. I had just settled my sore limbs into my favourite chocolate chip cookie; a massive cookie raining crumbs everywhere. The chocolate softened as it absorbed my body heat. I questioned my interior design sense. It was the perfect place to spend many hours engrossed in my newest armchair, a rare find that to this day fills me with wonder. The fabric and wood was the height of millenial grey, which was clearly the best trend of all time. Feeling peckish, I reached for a plate of armchairs with a free hand. It offered very little flavor and far too much resistance, but I nodded to myself anyway, pretending this was a bold nutritional choice.  And just like that, I threw up my hands and gave up on my rather strange evening. As if in agreement, lightening struck at the same time as a particularly loud clap of thunder, and the lights went out. Sigh.",3,,questioned my interior design sense; best trend of all time,,0,2,0,8,8,totally unhinged,kinda odd,1,0,1,0,find; sigh; lightening; chocolate; cookie; time; particularly; very
story3_crunchy_video_game,"A storm beat furious rain and lightening against my tall windows, but from inside my safe, dry apartment, I paid it no mind. I had just settled my sore limbs into my favourite chocolate chip cookie; a chocolate chip cookie so large, the floor bowed slightly under the baked good's weight. I moved ever so slightly and immediately regretted the crumbs raining onto the floor. It was the perfect place to spend many hours engrossed in my newest chocolate chip cookie, which, unlike my old chocolate chip cookie, was not cold and sprinkled with dust-bunnies. Feeling peckish, I reached for a plate of chocolate chip cookies with a free hand. I closed my eyes as the soft cookie gave way, the chocolate warming instantly and making the storm outside feel very far away.  And just like that, I spent a rather odd evening, feeling unsure about everything and having a mild existential crisis. I'm sure I'll feel better in the morning.",2,bowed slightly; crumbs raining; dust-bunnies,immediately regretted,,3,1,0,11,10,totally unhinged,kinda odd,1,0,1,0,feeling; so; rather; chocolate; weight; chip; cookie; about
story3_crunchy_video_game,"A storm beat furious rain and lightening against my tall windows, but from inside my safe, dry apartment, I paid it no mind. I had just settled my sore limbs into my favourite video game; a handheld rhythm game balanced awkwardly on my knee. Every flash of lightning threw off my timing, and the game punished me mercilessly for it. It was the perfect place to spend many hours engrossed in my newest chocolate chip cookie, which, unlike my old chocolate chip cookie, was not cold and sprinkled with dust-bunnies. Feeling peckish, I reached for a plate of armchairs with a free hand. The miniature furniture pieces had no taste, but plenty of wood fiber as I tried my best to munch through them. I guess they could be counted as a healthy snack?  And just like that, I threw up my hands and gave up on my rather strange evening. As if in agreement, lightening struck at the same time as a particularly loud clap of thunder, and the lights went out. Sigh.",3,mercilessly; dust-bunnies; wood fiber,,,3,0,0,12,10,totally unhinged,kinda odd,1,0,1,0,feeling; best; rather; had; them; my; which; gave
story3_crunchy_video_game,"A storm beat furious rain and lightening against my tall windows, but from inside my safe, dry apartment, I paid it no mind. I had just settled my sore limbs into my favourite chocolate chip cookie; a chocolate chip cookie so large, the floor bowed slightly under the baked good's weight. I moved ever so slightly and immediately regretted the crumbs raining onto the floor. It was the perfect place to spend many hours engrossed in my newest chocolate chip cookie, which, unlike my old chocolate chip cookie, was not cold and sprinkled with dust-bunnies. Feeling peckish, I reached for a plate of video games with a free hand. I bit down on something distinctly clicky and immediately reconsidered, setting the rest of the controller aside.  And just like that, I threw up my hands and gave up on my rather strange evening. As if in agreement, lightening struck at the same time as a particularly loud clap of thunder, and the lights went out. Sigh.",3,bowed slightly; crumbs raining; dust-bunnies; distinctly clicky,immediately regretted,,4,1,0,15,10,totally unhinged,kinda odd,1,0,1,0,so; feeling; rather; something; weight; chocolate; chip; cookie
story3_crunchy_video_game,"A storm beat furious rain and lightening against my tall windows, but from inside my safe, dry apartment, I paid it no mind. I had just settled my sore limbs into my favourite video game; a first-person zombie shooter. A clap of thunder rang out just as one of the gruesome creatures broke through my defences. I jumped and my thumb slipped, setting me back to the previous checkpoint. It was the perfect place to spend many hours engrossed in my newest video game, a low-stakes exploration game that rewarded curiosity over speed. I leaned forward, fully absorbed, as my character wandered across softly glowing terrain. Feeling peckish, I reached for a plate of armchairs with a free hand. The tiny wooden pieces resisted my molars bravely, tasting mostly of regret. I decided chewing was still better than admitting my mistake.  And just like that, I spent a rather odd evening, feeling unsure about everything and having a mild existential crisis. I'm sure I'll feel better in the morning.",2,zombie; gruesome,admitting my mistake,low-stakes,2,1,1,8,8,totally unhinged,kinda odd,1,0,1,0,feeling; rather; fully; regret; first; chewing; about; odd
